time,B&H,Classical,Fuzzy,Fuzzy C,Fuzzy PSO,Fuzzy C PSO
1697468400,3073.1413586518247,,,,,
1697472000,3073.4090554405266,,,,,
1697475600,3048.3957121852286,2936.8718002514856,,,,
1697479200,3072.4173627789305,2935.5051515683954,,,,
1697482800,3071.1700048647967,,,,,
1697515200,3073.4647676921377,,,,,
1697518800,3064.432546723166,,,,,
1697522400,3063.168409013726,,,,,
1697526000,3061.4713799479887,,,,,
1697529600,3050.3451440453787,,,,,
1697533200,3050.0948928834873,,,,,
1697536800,3066.593666681704,,,,,
1697540400,3082.6855246950627,,,,,
1697544000,3086.3891092754147,,,,,
1697547600,3071.8624470197847,,,,,
1697551200,3069.315197980438,,,,,
1697554800,3077.8828960976584,,,,,
1697558400,3080.880889845801,,,,,
1697562000,3074.9660015360396,,,,,
1697565600,3077.824613772728,,,,,
1697569200,3077.3649622242824,,,,,
1697601600,3070.743702013982,,,,,
1697605200,3068.9627529579475,,,,,
1697608800,3063.012658170619,,,,,
1697612400,3067.663460148393,,,,,
1697616000,3062.4124629997636,,,,,
1697619600,3073.0816133725607,,,,,
1697623200,3058.180012246635,,2990.6132465713326,2990.0433408722756,2990.6132465713326,2990.0433408722756
1697626800,3058.598427668815,2934.6898001839677,2987.55284557532,2986.982939876263,2987.55284557532,2986.982939876263
1697630400,3047.3312487899043,2932.7387354947186,2980.0356082767294,2979.4657025776723,2980.0356082767294,2979.4657025776723
1697634000,3056.696721166916,2938.8472461330166,2983.0898635958783,2982.5199578968213,,
1697637600,3047.2991173091764,,,,,
1697641200,3043.976419872873,,,,,
1697644800,3050.5871838913313,,,,,
1697648400,3037.6031659251985,2937.1092715412174,2980.007642202699,2977.680872305295,2970.910471307886,2968.5859393626197
1697652000,3026.7574021387104,2931.336765609782,2969.025778069048,2967.944147714354,2959.928607174235,2958.8751620140943
1697655600,3022.276835301358,,2967.504076233399,2966.422445878705,2958.4069053385856,2957.353460178445
1697688000,3012.8159696401253,,2966.00302698022,2961.840927014824,2956.905856085407,2952.8095092165286
1697691600,3019.8325993579183,,,,,
1697695200,3016.922718722952,,,,,
1697698800,3009.931692772117,2929.8140955845934,,,,
1697702400,3015.92230084447,,,,,
1697706000,3013.169056493172,,,,,
1697709600,3000.0413995271774,2934.2987318187957,,,,
1697713200,3003.289773367301,,,,,
1697716800,3011.359744214774,2932.7949882731846,2969.032208625388,2964.870108659992,,
1697720400,3005.2222785966896,2935.8312846239432,,,,
1697724000,2986.34211299017,2939.9044464238686,,,,
1697727600,2986.9083217142074,,,,,
1697731200,2979.970571520832,,,,,
1697734800,2976.8915569690753,,,,,
1697738400,2975.012551504945,,,,,
1697742000,2975.7123924070374,,,,,
1697774400,2984.51556688101,,,,,
1697778000,2978.0863635903634,,,,,
1697781600,2973.3936571521526,,,,,
1697785200,2979.040916888069,,,,,
1697788800,2971.2650387913377,,,,,
1697792400,2974.8254019015576,,,,,
1697796000,2955.4912890497853,2942.982783955355,,,,
1697799600,2957.666663229255,,,,,
1697803200,2965.605878551871,,,,,
1697806800,2961.063639360686,,,,,
1697810400,2949.6283445665413,,,,,
1697814000,2943.069794405535,,,,,
1697817600,2943.946806205833,2941.481088814758,,,,
1697821200,2944.6169348934372,,,,,
1697824800,2942.5151704836885,2939.9751047722048,,,,
1697828400,2944.206933223541,,,,,
1698033600,2934.319387393128,2936.845106344641,,,,
1698037200,2915.0368838112877,2944.7623973707286,2956.056451625597,2934.926828079673,2943.9300990856163,2922.92421405123
1698040800,2920.6859375938375,,,,,
1698044400,2927.2894148365717,,,,,
1698048000,2929.1310300912182,,,,,
1698051600,2928.5125130336005,2947.772856254243,2952.978607311736,2934.247336515838,2940.8522547717553,2922.1974991431343
1698055200,2947.7511692574467,,,,,
1698058800,2955.0402520723424,,,,,
1698062400,2970.890260983999,,,,,
1698066000,2960.5690774619197,,,,,
1698069600,2955.962621208284,,,,,
1698073200,2938.7558214336923,2946.196137388728,,,,
1698076800,2946.218567367562,,,,,
1698080400,2944.0578685869314,,,,,
1698084000,2944.91217716059,,,,,
1698087600,2949.117770337963,,,,,
1698120000,2955.671740101498,,,,,
1698123600,2960.8909483050843,,,,,
1698127200,2960.984878576819,,,,,
1698130800,2964.1038497318636,,,,,
1698134400,2961.0523871004084,,,,,
1698138000,2970.415508551878,2949.3836709841494,2955.9848966199124,2937.2536258240143,,
1698141600,2965.3609955905617,2964.624671138083,2971.07583068922,2952.3445598933217,,
1698145200,2965.4561941572924,,,,,
1698148800,2952.677053486659,,,,,
1698152400,2962.5903205861755,,,,,
1698156000,2967.941122554141,,,,,
1698159600,2969.8518358922333,,,,,
1698163200,2987.726535852628,2961.262738466542,,,,
1698166800,2991.027957704521,2959.754245611325,2974.266423879813,2955.535153083915,,
1698170400,2985.866584170994,,,,,
1698174000,2986.1748203200837,,,,,
1698206400,2980.1188077004917,,,,,
1698210000,2977.8491996832645,,,,,
1698213600,2982.3439594915326,,,,,
1698217200,2981.60257805537,,,,,
1698220800,2978.7479819240957,,,,,
1698224400,2980.2102011598554,,,,,
1698228000,2975.465697042715,2955.5509162345575,,,,
1698231600,2968.385012781346,,,,,
1698235200,2967.0039466132143,,,,,
1698238800,2960.02263977128,,,,,
1698242400,2960.0871182048304,,,,,
1698246000,2956.981724600966,,,,,
1698249600,2961.13942839117,,,,,
1698253200,2956.963053354524,,,,,
1698256800,2948.223717492565,,,,,
1698260400,2938.9300785008327,,,,,
1698292800,2933.508724129156,,2973.225896604536,2953.9743621709995,2939.8117274964784,2920.636708230219
1698296400,2938.1086822017596,,,,,
1698300000,2936.2915837309542,,,,,
1698303600,2935.247682117055,,,,,
1698307200,2956.0747496121926,,,,,
1698310800,2940.0398051661514,,,,,
1698314400,2953.0876869585773,,2970.1500013481564,2950.89846691462,2936.7358322400987,2917.5608129738393
1698318000,2933.861516901149,,2966.9121099192125,2947.660575485676,2933.497940811155,2914.3229215448955
1698321600,2913.0114325524437,2953.9268391694904,2962.130184445941,2946.1484821698773,2928.716015337883,2912.810828229097
1698325200,2920.7555029753917,,,,,
1698328800,2940.447002162815,,,,,
1698332400,2917.116339625527,2952.409041352689,,,,
1698336000,2916.8252181823937,2955.4742444262347,2957.369724137912,2925.799200922798,2923.955555029854,2892.5533298024725
1698339600,2920.2472552431277,,,,,
1698343200,2927.7509654786672,,,,,
1698346800,2933.4269445065283,,,,,
1698379200,2940.2759730946054,,,,,
1698382800,2941.3296992909704,,,,,
1698386400,2931.0077358415792,,,,,
1698390000,2921.1013557945803,,,,,
1698393600,2929.7761005522434,,,,,
1698397200,2922.6800631666993,2949.4499333390618,2951.6952049752053,2915.979099952517,2921.841612783614,2889.382416433112
1698400800,2919.847716223842,,2946.896906129997,2911.180801107309,2917.043313938406,2884.584117587904
1698404400,2924.705066632514,,,,,
1698408000,2907.3657044548168,2952.4524962621085,,,,
1698411600,2898.6869558355343,2950.9151059265005,2945.3081121167575,,,
1698415200,2888.7270226286078,2942.294621989595,2924.581711320196,2889.699450717041,2901.3340198602987,2868.874823509797
1698418800,2895.659341744591,,2923.0780758378887,,2899.8248602208687,2867.365663870367
1698422400,2896.282402619401,,,,,
1698426000,2894.025763411136,,,,,
1698429600,2895.3429517757063,,,,,
1698433200,2894.5009403539157,,,,,
1698638400,2915.946877137819,,,,,
1698642000,2917.0871089506686,,,,,
1698645600,2917.362150226996,,,,,
1698649200,2918.3567783065114,,,,,
1698652800,2913.6476675996028,,,,,
1698656400,2936.615883311668,,,,,
1698660000,2911.6572309103462,2943.5293599879024,2905.831050736132,2880.579956183386,2882.577835119112,2858.0944854143077
1698663600,2915.807193987233,,,,,
1698667200,2902.642064195115,2963.334221812045,2899.159493329061,2866.261838972255,2875.906277712041,2843.9823102999317
1698670800,2922.1148174000223,,,,,
1698674400,2920.742488056856,,,,,
1698678000,2919.309781031305,,,,,
1698681600,2917.7131776475794,,,,,
1698685200,2916.5433590485304,,,,,
1698688800,2914.116558300626,,,,,
1698692400,2914.295567374277,,,,,
1698724800,2916.0136664112265,,,,,
1698728400,2918.001407742733,2969.3934789997215,,,,
1698732000,2916.9448923777,,,,,
1698735600,2916.0793516805707,,,,,
1698739200,2918.447300093016,,,,,
1698742800,2922.6030181536535,,,,,
1698746400,2927.519315592863,,,,,
1698750000,2926.0769352457974,,,,,
1698753600,2929.9174898488363,,,,,
1698757200,2944.080562993882,,,,,
1698760800,2945.56297969858,,,,,
1698764400,2946.921541969545,,,,,
1698768000,2940.9146282878805,,,,,
1698771600,2942.8267364535645,,,,,
1698775200,2940.5642040114717,,,,,
1698778800,2941.25467476541,,,,,
1698811200,2944.0043305960103,,,,,
1698814800,2940.43105098401,,,,,
1698818400,2941.6917683421,,,,,
1698822000,2936.6317761456735,,,,,
1698825600,2952.1667677683317,,,,,
1698829200,2953.5356458991537,,,,,
1698832800,2959.4187259783057,2967.9550204701973,,,,
1698836400,2955.6309798682037,,,,,
1698840000,2948.6652756801777,,,,,
1698843600,2949.1374355689136,,,,,
1698847200,2959.7376800825164,,,,,
1698850800,2970.874248714388,2963.139091692776,,,,
1698854400,2973.7809801380363,,,,,
1698858000,2979.440534903205,,,,,
1698861600,2979.186031839023,,,,,
1698865200,2981.611233553981,,,,,
1698897600,2995.1968248123862,2969.355066608532,2908.433833073218,2875.536178716412,2882.076907666651,2850.1529402545416
1698901200,2995.2759192612634,2964.7862452732656,,,,
1698904800,2998.775546137547,,,,,
1698908400,3002.2257884556197,,,,,
1698912000,3012.238400911405,2963.504910564877,,,,
1698915600,3011.356538974476,2965.7348230924645,2921.1725953994537,2915.094432025036,2894.815669992887,2889.7514415722476
1698919200,3032.8787963349405,2962.574158919555,,,,
1698922800,3028.7681334753215,2961.0372488751823,,,,
1698926400,3032.2501214242484,,,,,
1698930000,3042.1253155796167,2957.8408827428534,,,,
1698933600,3043.79053199387,2964.0722123412434,,,,
1698937200,3046.7340505090533,,,,,
1698940800,3037.1972878736633,,,,,
1698944400,3018.6667470608077,,,,,
1698948000,3028.5734488556113,2961.5315534697047,,,,
1698951600,3024.873821686762,,,,,
1698984000,3026.0879515847237,2964.5369353977567,,,,
1698987600,3024.9606903158146,,,,,
1698991200,3027.9501266692273,,,,,
1698994800,3036.9492712644515,,,,,
1698998400,3053.7286086021495,2954.1114353512985,,,,
1699002000,3069.3951290310647,2955.6653408870434,2937.016200140031,2930.938036765613,2913.6598277734497,2908.5955993528105
1699005600,3069.2535235008017,2957.2240152901777,2966.581614989415,2961.5342097674506,2935.7138093274684,2930.649580906829
1699009200,3066.102915914319,2955.696054039627,2972.651104183778,2967.6036989618137,2938.7552839818463,2933.691055561207
1699012800,3073.0886602048095,,2975.808307374768,2970.7609021528037,,
1699016400,3070.4420928615223,,,,,
1699020000,3075.525691587768,,,,,
1699023600,3071.968267520484,,,,,
1699027200,3071.717211098947,,,,,
1699030800,3072.031667233029,,,,,
1699034400,3072.1626027574434,,,,,
1699038000,3072.0906853862343,,,,,
1699243200,3088.2419290258226,2955.539310045348,,,,
1699246800,3085.3123678968805,,,,,
1699250400,3060.762945097552,,,,,
1699254000,3082.716577548056,,,,,
1699257600,3079.203499844751,,,,,
1699261200,3086.579026205297,2969.8896667518284,,,,
1699264800,3086.6287360522747,,,,,
1699268400,3091.6584640249707,2968.379151197571,,,,
1699272000,3084.4348869492956,,,,,
1699275600,3077.3953249999304,,,,,
1699279200,3086.729504600989,,,,,
1699282800,3093.250196842861,,,,,
1699286400,3090.6582086349135,,,,,
1699290000,3086.653913072528,,,,,
1699293600,3087.3561235544385,,,,,
1699297200,3086.0273158090204,,,,,
1699329600,3085.479476723524,,,,,
1699333200,3085.821956609454,,,,,
1699336800,3054.588010986427,,,,,
1699340400,3086.789509812033,,2980.9319725231067,2976.9090969949825,2944.903478824025,2939.839250403386
1699344000,3091.95423732091,,,,2947.9145116159343,2942.850283195295
1699347600,3098.200555071306,,2984.0795536621144,2980.0566781339903,2951.062092754942,2948.0373017254706
1699351200,3106.891805482424,2969.7677664405333,2993.2244707480163,2989.201595219892,2961.9500157960256,2956.888231724864
1699354800,3109.89414296532,2971.469386714363,2999.3177711648295,2995.2948956367054,2964.9640707380718,2959.90228666691
1699358400,3111.746075246663,,,,,
1699362000,3119.375045430229,2968.922743117639,,,2967.9779233415106,2962.916139270349
1699365600,3118.5189430395903,,,,,
1699369200,3122.704488665236,2972.0086648602773,,,,
1699372800,3120.705209103823,,,,,
1699376400,3121.4285107750884,,,,,
1699380000,3120.101329016678,,,,,
1699383600,3121.8402566801624,,,,,
1699416000,3120.0748363251505,,,,,
1699419600,3119.508720625953,,,,,
1699423200,3121.6557174787085,,,,,
1699426800,3122.1727351631857,,,,,
1699430400,3120.768725390343,,,,,
1699434000,3131.664582492691,2977.5592491035554,,,,
1699437600,3122.964816153827,,,,,
1699441200,3117.5617802191555,,,,,
1699444800,3117.648076699663,,,,,
1699448400,3122.3714695324957,,,,,
1699452000,3121.0436059939166,,,,,
1699455600,3129.3683945027215,,,,2972.9861024058728,2968.927953596753
1699459200,3124.1432672832993,,,,,
1699462800,3125.486017995313,,,,,
1699466400,3125.246108524688,,,,,
1699470000,3122.898942438622,,,,,
1699502400,3119.980665236568,,,,,
1699506000,3122.585926536396,,,,,
1699509600,3120.96398227759,,,,,
1699513200,3118.4231970591827,,,,,
1699516800,3117.968680311358,,,,2975.9875550145157,2971.929406205396
1699520400,3110.7412882946846,,,,,
1699524000,3104.072887587177,,,,,
1699527600,3102.9341170999164,2975.850143650949,,,2979.0230668291106,2974.964918019991
1699531200,3096.6783414878355,2974.2203704216085,,,,
1699534800,3084.9750480312514,2971.1544581069193,,,,
1699538400,3074.3122720224815,2966.451063918768,2991.1938294670917,2992.7275954000706,2970.899125131373,2972.1982919083466
1699542000,3081.2894936773273,,,,,
1699545600,3080.183302400033,,,,,
1699549200,3086.8650037531015,,,,,
1699552800,3076.3155537266994,,,,,
1699556400,3074.7045708511587,,,,,
1699588800,3074.30670667646,,2989.686073007968,2989.6410875267566,2969.391368672249,2969.078698412686
1699592400,3072.7904692900684,,,,,
1699596000,3071.446112190887,,,,,
1699599600,3084.509985338576,,,,,
1699603200,3088.7353800760006,,,,,
1699606800,3100.7552441011094,,,,,
1699610400,3090.3355936159132,,,,,
1699614000,3100.533536698985,,,,,
1699617600,3114.5188200307925,,,,,
1699621200,3119.6773365170557,,,,,
1699624800,3119.680301906978,,,,,
1699628400,3126.86380616962,,,,,
1699632000,3123.3059990326565,,,,,
1699635600,3121.9767017224967,,,,,
1699639200,3123.2241501046615,,,,,
1699642800,3122.864263825969,,,,,
1699848000,3124.507622412574,,,,,
1699851600,3124.245730995651,,,,,
1699855200,3123.7546949949915,,,,,
1699858800,3124.455813213458,,,,,
1699862400,3121.0723630687708,,,,,
1699866000,3106.432037943462,,,,,
1699869600,3116.991344962529,2956.402180981408,,,,
1699873200,3126.219057906174,2956.074062162947,,,,
1699876800,3119.004839929611,2954.518486427386,,,,
1699880400,3118.0311874679055,,,,,
1699884000,3119.8548994990533,,,2989.110770076811,,
1699887600,3120.1253514875025,,,,,
1699891200,3120.3600349133385,,,,,
1699894800,3122.296528186287,,,,,
1699898400,3123.3411070883267,,,,,
1699902000,3128.552540481167,2957.521549288974,,,,
1699934400,3134.293834028894,2966.6269673596016,2992.7425016139346,2992.167198682778,2972.4477972782156,2972.135127018653
1699938000,3132.6638304330736,,,,,
1699941600,3104.2068670932113,,,,,
1699945200,3131.649176197524,,2995.7438040113107,2995.0010370841233,2975.4490996755917,2975.0315148359496
1699948800,3182.5660076004724,2959.472778343273,3021.5217487442346,3001.271446179352,3001.2270444085157,2981.781286358147
1699952400,3176.183481168101,,,,,
1699956000,3179.065349011514,2958.0211327470015,,,,
1699959600,3175.755088554546,,,,,
1699963200,3184.0824733284876,,,,,
1699966800,3178.2107032793633,,,,,
1699970400,3189.759679587964,2959.989679599007,,,,
1699974000,3186.1977446072196,2963.0024035427346,,,,
1699977600,3190.5735663565774,,,,,
1699981200,3191.4751721999273,2966.0111264854586,3027.623101395604,3007.3727988307214,3007.328397059885,2987.8826390095164
1699984800,3194.824817645863,2972.262322264751,3037.6798940753706,3033.7302404270235,3017.3851897396517,3013.8004675147827
1699988400,3197.78581348772,,,,,
1700020800,3200.1712869539674,,3040.714473652731,3052.09916072041,3020.419769317012,3032.169387808169
1700024400,3204.739354469353,2975.267940242279,,,,
1700028000,3210.4907287889173,,,,,
1700031600,3209.5185336777977,,,,,
1700035200,3201.4736537123695,,,,,
1700038800,3213.5721816250507,,,,,
1700042400,3235.912670229856,,3046.997325780433,3059.8696430419795,3026.702621444714,3039.9398701297387
1700046000,3219.7874022493284,,,,,
1700049600,3223.363997684761,,,,,
1700053200,3225.956338492102,,,,,
1700056800,3226.715779520006,,,,,
1700060400,3221.050309696689,,,,,
1700064000,3219.906606821898,,,,,
1700067600,3214.996143261553,,,,,
1700071200,3222.310819679784,,,,,
1700074800,3220.2137912799544,,,,,
1700107200,3219.3059488963245,,,,,
1700110800,3222.029686268065,,,,,
1700114400,3219.9903442296895,,,,,
1700118000,3214.382666873785,,,,,
1700121600,3220.291766507749,,,,,
1700125200,3233.363484130368,2978.8624435704687,3068.3571003423885,3080.75491606676,3048.0623960066696,3060.825143154519
1700128800,3216.109421661784,,,,,
1700132400,3216.2036868145615,,,,,
1700136000,3222.6019236501047,,,,,
1700139600,3211.8884484908785,,3066.836987341099,3079.2348030654703,3046.54228300538,3059.3050301532294
1700143200,3215.0312355402166,,3069.8426832663217,3082.240498990693,3049.5479789306028,3062.3107260784523
1700146800,3223.7131248487954,,3072.9533327305685,3089.438685329811,3052.6586283948495,3069.50891241757
1700150400,3226.202931732823,,,,,
1700154000,3221.923947532566,,,,,
1700157600,3221.4319920704484,,,,,
1700161200,3222.9358903406273,,3069.877308932585,3086.3626615318276,3049.582604596866,3066.4328886195867
1700193600,3229.0214700647966,2981.5641235955486,3070.2009045517752,,,
1700197200,3233.4221365852945,,,,,
1700200800,3231.9489685756434,,,,,
1700204400,3231.6395022911884,,,,,
1700208000,3226.2572911939874,,,,,
1700211600,3207.6188192142395,,,,,
1700215200,3207.7677166649933,,,,,
1700218800,3213.864405645575,,,,,
1700222400,3216.360597896797,,,,,
1700226000,3218.9766149592306,,,,,
1700229600,3216.1758217055203,,,,,
1700233200,3211.3612170935075,,,,,
1700236800,3205.422355895245,,,,,
1700240400,3205.2220097574677,,,,,
1700244000,3204.2018799372427,,,,,
1700247600,3205.154719938978,,,,,
1700452800,3228.200189808835,2987.870763715629,3073.346981783996,3088.7946414397816,,
1700456400,3223.376636201453,,,,,
1700460000,3227.3923219293642,,,,,
1700463600,3218.24764524771,,,,,
1700467200,3216.677539817278,,,,,
1700470800,3223.3413950501103,2993.2076380306025,3085.0892546300943,3097.302998685672,3061.3248774429644,3074.941245865477
1700474400,3220.483049060699,,,,,
1700478000,3224.9644662490864,2996.222305847686,3088.1168864930864,,3064.3525093059566,
1700481600,3224.7168807831076,,,,,
1700485200,3233.658603019963,,3100.269366951871,3100.3616889763925,3076.504989764741,3077.9999361561977
1700488800,3241.2629842264478,2999.2606055410033,3106.3511911597334,3103.3929211498094,3082.5868139726035,3081.0311683296145
1700492400,3239.919402845978,,,,,
1700496000,3238.4169727426365,,,,,
1700499600,3239.035671087549,,,,,
1700503200,3240.985225366896,,,,,
1700506800,3243.2100843546505,,,,,
1700539200,3241.4951098123756,,,,,
1700542800,3242.2144471440033,3005.3078127164586,3109.361867316317,3106.403597306393,3085.597490129187,3084.041844486198
1700546400,3236.423969008163,,,,,
1700550000,3236.466486187589,,,,,
1700553600,3225.4613334956075,,,,,
1700557200,3241.3137528722737,,,,,
1700560800,3235.8898512364653,,,,,
1700564400,3234.518354118125,,,,,
1700568000,3238.519241166996,,,,,
1700571600,3235.6555065886846,,,,,
1700575200,3238.923259866508,,,,,
1700578800,3239.3754986509853,,,,,
1700582400,3235.682635142171,,,,,
1700586000,3235.296410470842,,,,,
1700589600,3234.118215173419,,,,,
1700593200,3234.265979809055,,,,,
1700625600,3242.8917584359688,,,,,
1700629200,3248.513112486247,,,,,
1700632800,3248.5951569678878,,,,,
1700636400,3250.9318169402013,,,,,
1700640000,3253.2298461352793,,,,,
1700643600,3246.0658310475837,,,,,
1700647200,3239.122165064224,,3121.4344924902343,3118.4762224803103,3097.6701153031045,3096.1144696601154
1700650800,3245.0846832785833,,3127.5212087517452,3124.562938741821,3103.7568315646154,3102.2011859216263
1700654400,3244.666934795362,,,,,
1700658000,3248.883133130342,3005.217522050397,3144.884773292523,3142.9430802165743,3121.120396105393,3120.5813273963795
1700661600,3244.5567052419183,,,,,
1700665200,3247.630577194539,,,,,
1700668800,3246.313213809372,,,,,
1700672400,3244.1541190806943,,,,,
1700676000,3245.212872487066,,,,,
1700679600,3246.7651921977535,,,,,
1700798400,3243.6160052829005,,,,,
1700802000,3242.986074926,,,,,
1700805600,3244.0347654726643,,,,,
1700809200,3246.437230500593,,,,,
1700812800,3244.519183971652,,,,,
1700816400,3246.895239874687,,,,,
1700820000,3247.9432035680306,,3147.8999717524407,,3124.135594565311,
1700823600,3241.7446793652152,,,,,
